Pan_gene_id,Rep_transcript,B73,Tzi8,Ky21,M162W,Ms71,Oh7B,Oh43,M37W,Mo18W,NC350,HP301,Il14H,P39,CML52,CML69,Ki11,CML228,CML247,CML277,CML322,CML333,Ki3,CML103,Tx303,NC358,B97,na_count,class,Subgenome,number_genome_presence
Zm00036ab417150,Zm00036ab417150_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab417150_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab417370,Zm00036ab417370_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab417370_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab417410,Zm00036ab417410_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab417410_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab417420,Zm00036ab417420_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab417420_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab417580,Zm00036ab417580_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab417580_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab417670,Zm00036ab417670_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab417670_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab417680,Zm00036ab417680_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab417680_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab417690,Zm00036ab417690_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab417690_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab417700,Zm00036ab417700_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab417700_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab419170,Zm00036ab419170_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab419170_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab419340,Zm00036ab419340_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab419340_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab419790,Zm00036ab419790_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab419790_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab420750,Zm00036ab420750_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab420750_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab420900,Zm00036ab420900_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab420900_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab422050,Zm00036ab422050_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab422050_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab422170,Zm00036ab422170_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab422170_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab422720,Zm00036ab422720_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab422720_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab428410,Zm00036ab428410_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab428410_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab428420,Zm00036ab428420_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab428420_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab430280,Zm00036ab430280_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab430280_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab430990,Zm00036ab430990_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab430990_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab433010,Zm00036ab433010_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab433010_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab433020,Zm00036ab433020_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab433020_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab433790,Zm00036ab433790_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab433790_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab434480,Zm00036ab434480_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab434480_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab434490,Zm00036ab434490_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab434490_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab435180,Zm00036ab435180_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab435180_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab435190,Zm00036ab435190_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab435190_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab436210,Zm00036ab436210_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab436210_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab437260,Zm00036ab437260_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab437260_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab438620,Zm00036ab438620_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab438620_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab440060,Zm00036ab440060_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab440060_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab441120,Zm00036ab441120_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab441120_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab441330,Zm00036ab441330_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab441330_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab441550,Zm00036ab441550_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab441550_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab441710,Zm00036ab441710_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab441710_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab442520,Zm00036ab442520_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab442520_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab442530,Zm00036ab442530_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab442530_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab442760,Zm00036ab442760_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab442760_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab443000,Zm00036ab443000_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab443000_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab443440,Zm00036ab443440_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab443440_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab445140,Zm00036ab445140_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab445140_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00036ab445410,Zm00036ab445410_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab445410_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00037ab003320,Zm00037ab003320_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab003320_T001,NA,25,PrivateGene,NA,1
Zm00037ab003460,Zm00037ab003460_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab003460_T001,NA,25,PrivateGene,NA,1
Zm00037ab005880,Zm00037ab005880_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab005880_T001,NA,25,PrivateGene,NA,1
Zm00037ab006700,Zm00037ab006700_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab006700_T001,NA,25,PrivateGene,NA,1
Zm00037ab006710,Zm00037ab006710_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab006710_T001,NA,25,PrivateGene,NA,1
Zm00037ab007020,Zm00037ab007020_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab007020_T001,NA,25,PrivateGene,NA,1
Zm00037ab007030,Zm00037ab007030_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab007030_T001,NA,25,PrivateGene,NA,1
Zm00037ab007040,Zm00037ab007040_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab007040_T001,NA,25,PrivateGene,NA,1
Zm00037ab012220,Zm00037ab012220_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab012220_T001,NA,25,PrivateGene,NA,1
Zm00037ab012230,Zm00037ab012230_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab012230_T001,NA,25,PrivateGene,NA,1
Zm00037ab012240,Zm00037ab012240_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab012240_T001,NA,25,PrivateGene,NA,1
Zm00037ab012250,Zm00037ab012250_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab012250_T001,NA,25,PrivateGene,NA,1
Zm00037ab012260,Zm00037ab012260_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab012260_T001,NA,25,PrivateGene,NA,1
Zm00037ab012750,Zm00037ab012750_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab012750_T001,NA,25,PrivateGene,NA,1
Zm00037ab012760,Zm00037ab012760_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab012760_T001,NA,25,PrivateGene,NA,1
Zm00037ab012770,Zm00037ab012770_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab012770_T001,NA,25,PrivateGene,NA,1
Zm00037ab012780,Zm00037ab012780_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab012780_T002,NA,25,PrivateGene,NA,1
Zm00037ab013230,Zm00037ab013230_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab013230_T001,NA,25,PrivateGene,NA,1
Zm00037ab013820,Zm00037ab013820_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab013820_T001,NA,25,PrivateGene,NA,1
Zm00037ab014850,Zm00037ab014850_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab014850_T001,NA,25,PrivateGene,NA,1
Zm00037ab014870,Zm00037ab014870_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab014870_T001,NA,25,PrivateGene,NA,1
Zm00037ab014880,Zm00037ab014880_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab014880_T001,NA,25,PrivateGene,NA,1
Zm00037ab016200,Zm00037ab016200_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab016200_T001,NA,25,PrivateGene,NA,1
Zm00037ab016210,Zm00037ab016210_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab016210_T001,NA,25,PrivateGene,NA,1
Zm00037ab016220,Zm00037ab016220_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab016220_T001,NA,25,PrivateGene,NA,1
Zm00037ab017160,Zm00037ab017160_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab017160_T001,NA,25,PrivateGene,NA,1
Zm00037ab017170,Zm00037ab017170_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab017170_T001,NA,25,PrivateGene,NA,1
Zm00037ab020100,Zm00037ab020100_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab020100_T001,NA,25,PrivateGene,NA,1
Zm00037ab020110,Zm00037ab020110_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab020110_T001,NA,25,PrivateGene,NA,1
Zm00037ab020560,Zm00037ab020560_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab020560_T001,NA,25,PrivateGene,NA,1
Zm00037ab021660,Zm00037ab021660_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab021660_T001,NA,25,PrivateGene,NA,1
Zm00037ab021670,Zm00037ab021670_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab021670_T001,NA,25,PrivateGene,NA,1
Zm00037ab021790,Zm00037ab021790_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab021790_T001,NA,25,PrivateGene,NA,1
Zm00037ab021800,Zm00037ab021800_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab021800_T001,NA,25,PrivateGene,NA,1
Zm00037ab021960,Zm00037ab021960_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab021960_T001,NA,25,PrivateGene,NA,1
Zm00037ab022390,Zm00037ab022390_T003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab022390_T003,NA,25,PrivateGene,NA,1
Zm00037ab022530,Zm00037ab022530_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab022530_T001,NA,25,PrivateGene,NA,1
Zm00037ab023030,Zm00037ab023030_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab023030_T001,NA,25,PrivateGene,NA,1
Zm00037ab023040,Zm00037ab023040_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab023040_T001,NA,25,PrivateGene,NA,1
Zm00037ab023120,Zm00037ab023120_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab023120_T001,NA,25,PrivateGene,NA,1
Zm00037ab023450,Zm00037ab023450_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab023450_T001,NA,25,PrivateGene,NA,1
Zm00037ab024030,Zm00037ab024030_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab024030_T001,NA,25,PrivateGene,NA,1
Zm00037ab024290,Zm00037ab024290_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab024290_T001,NA,25,PrivateGene,NA,1
Zm00037ab024300,Zm00037ab024300_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab024300_T001,NA,25,PrivateGene,NA,1
Zm00037ab024310,Zm00037ab024310_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab024310_T001,NA,25,PrivateGene,NA,1
Zm00037ab034060,Zm00037ab034060_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab034060_T001,NA,25,PrivateGene,NA,1
Zm00037ab034490,Zm00037ab034490_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab034490_T001,NA,25,PrivateGene,NA,1
Zm00037ab034500,Zm00037ab034500_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab034500_T001,NA,25,PrivateGene,NA,1
Zm00037ab034510,Zm00037ab034510_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab034510_T001,NA,25,PrivateGene,NA,1
Zm00037ab035040,Zm00037ab035040_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab035040_T001,NA,25,PrivateGene,NA,1
Zm00037ab035060,Zm00037ab035060_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab035060_T001,NA,25,PrivateGene,NA,1
Zm00037ab036890,Zm00037ab036890_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab036890_T001,NA,25,PrivateGene,NA,1
Zm00037ab037410,Zm00037ab037410_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab037410_T001,NA,25,PrivateGene,NA,1
Zm00037ab037480,Zm00037ab037480_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab037480_T001,NA,25,PrivateGene,NA,1
Zm00037ab040130,Zm00037ab040130_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab040130_T001,NA,25,PrivateGene,NA,1
Zm00037ab041420,Zm00037ab041420_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab041420_T001,NA,25,PrivateGene,NA,1
Zm00037ab041780,Zm00037ab041780_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab041780_T001,NA,25,PrivateGene,NA,1
Zm00037ab043000,Zm00037ab043000_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab043000_T001,NA,25,PrivateGene,NA,1
Zm00037ab043680,Zm00037ab043680_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab043680_T001,NA,25,PrivateGene,NA,1
Zm00037ab044020,Zm00037ab044020_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab044020_T001,NA,25,PrivateGene,NA,1
Zm00037ab044450,Zm00037ab044450_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab044450_T001,NA,25,PrivateGene,NA,1
Zm00037ab044460,Zm00037ab044460_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab044460_T001,NA,25,PrivateGene,NA,1
Zm00037ab048860,Zm00037ab048860_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab048860_T001,NA,25,PrivateGene,NA,1
Zm00037ab049240,Zm00037ab049240_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab049240_T001,NA,25,PrivateGene,NA,1
Zm00037ab050000,Zm00037ab050000_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab050000_T001,NA,25,PrivateGene,NA,1
Zm00037ab050290,Zm00037ab050290_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab050290_T001,NA,25,PrivateGene,NA,1
Zm00037ab051470,Zm00037ab051470_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00037ab051470_T001,NA,25,PrivateGene,NA,1
