NAM_line,Chr,Group,Start,End,Array.size..bp.,Repeat.content..bp.,Repeat.Percentage,X100N,Ngap.Percentage,AF013103.1,CentC,CL569186.1,knob180,TR.1,type,structure,Cyto_vis,Cyto_type,Name,Notes
CML277,chr4,9,199864350,199924822,60472,28496,0.471,NA,0,0,0,0,1,0,knob180,single,,,,
Tx303,chr4,8,199904658,199965129,60471,28492,0.471,NA,0,0,0,0,1,0,knob180,single,,,,
B73,chr4,9,199966048,200029711,63663,31595,0.496,NA,0,0,0,0,1,0,knob180,single,,,,
M37W,chr4,9,200500264,200560734,60470,28487,0.471,NA,0,0,0,0,1,0,knob180,single,,,,
MS71,chr4,9,200502827,200577016,74189,39045,0.526,NA,0,0,0,0,0.767,0.233,knob180,mixed,,,,
IL14H,chr4,8,200734152,200801439,67287,34765,0.517,NA,0,0,0,0,1,0,knob180,single,,,,
HP301,chr4,9,201082443,201142916,60473,28493,0.471,NA,0,0,0,0,1,0,knob180,single,,,,
CML333,chr4,10,201156449,201216922,60473,28493,0.471,NA,0,0,0,0,1,0,knob180,single,,,,
Ky21,chr4,9,201447277,201507750,60473,28485,0.471,NA,0,0,0,0,1,0,knob180,single,,,,
CML247,chr4,9,202196514,202260176,63662,31595,0.496,NA,0,0,0,0,1,0,knob180,single,,,,
B97,chr4,8,202228702,202297268,68566,28492,0.416,NA,0,0,0,0,1,0,knob180,single,,,,
Ki3,chr4,9,202243733,202304206,60473,28485,0.471,NA,0,0,0,0,1,0,knob180,single,,,,
CML69,chr4,9,202389117,202449591,60474,28486,0.471,NA,0,0,0,0,1,0,knob180,single,,,,
Oh43,chr4,9,202394845,202455319,60474,28491,0.471,NA,0,0,0,0,1,0,knob180,single,,,,
M162W,chr4,9,202404350,202503412,99062,39408,0.398,NA,0,0,0,0,0.758,0.242,knob180,mixed,,,,
NC358,chr4,9,202854540,202915013,60473,28485,0.471,NA,0,0,0,0,1,0,knob180,single,,,,
Tzi8,chr4,8,203233157,203293627,60470,28487,0.471,NA,0,0,0,0,1,0,knob180,single,,,,
CML228,chr4,10,203476875,203537585,60710,28493,0.469,NA,0,0,0,0,1,0,knob180,single,,,,
CML322,chr4,9,204060561,204121032,60471,28492,0.471,NA,0,0,0,0,1,0,knob180,single,,,,
Mo18W,chr4,9,212927416,214734495,1807079,1266509,0.701,NA,0.014,0,0,0,0.916,0.084,knob180,mixed,YES,mixed,4L,
Mo18W,chr4,10,214882467,215170931,288464,215309,0.746,Y,0,0,0,0,0.964,0.036,knob180,mixed,YES,mixed,4L,
NC350,chr4,10,214984215,217603442,2619227,1951430,0.745,Y,0,0,0,0,0.891,0.109,knob180,mixed,YES,mixed,4L,
Ki11,chr4,10,215364759,217919170,2554411,1895995,0.742,Y,0,0,0,0,0.928,0.072,knob180,mixed,YES,mixed,4L,
CML52,chr4,10,216316957,216822350,505393,241776,0.478,NA,0.222,0,0,0,0.912,0.088,knob180,mixed,YES,mixed,4L,
CML52,chr4,11,216930008,217077524,147516,89932,0.61,NA,0,0,0,0,0.775,0.225,knob180,mixed,YES,mixed,4L,
Ki3,chr4,10,217452220,218415549,963329,509211,0.529,NA,0.167,0,0,0,0.881,0.119,knob180,mixed,YES,mixed,4L,
CML52,chr4,12,217533223,217625169,91946,37915,0.412,NA,0,0,0,0,1,0,knob180,single,YES,mixed,4L,
CML247,chr4,10,217840325,217996674,156349,73302,0.469,NA,0.152,0,0,0,1,0,knob180,single,YES,mixed,4L,
CML52,chr4,13,217842902,217969062,126160,90596,0.718,NA,0,0,0,0,0.89,0.11,knob180,mixed,YES,mixed,4L,
Oh43,chr4,10,218125532,219017822,892290,608761,0.682,Y,0.015,0,0,0,0.901,0.099,knob180,mixed,YES,mixed,4L,
CML247,chr4,11,218135742,218289931,154189,79736,0.517,NA,0.054,0,0,0,0.87,0.13,knob180,mixed,,,,
CML52,chr4,14,218240054,218516633,276579,206435,0.746,Y,0,0,0,0,0.963,0.037,knob180,mixed,YES,mixed,4L,
CML69,chr4,10,218275086,219143362,868276,475360,0.547,NA,0.168,0,0,0,0.873,0.127,knob180,mixed,,,,
CML247,chr4,12,218451006,218612824,161818,96771,0.598,NA,0,0,0,0,0.79,0.21,knob180,mixed,YES,mixed,4L,
NC358,chr4,10,218629069,219958277,1329208,858341,0.646,NA,0.041,0,0,0,0.911,0.089,knob180,mixed,YES,mixed,4L,
Ki3,chr4,11,218673847,218767923,94076,39988,0.425,NA,0,0,0,0,1,0,knob180,single,YES,mixed,4L,
CML247,chr4,13,218734744,218806342,71598,38906,0.543,NA,0,0,0,0,1,0,knob180,single,YES,mixed,4L,
CML228,chr4,11,218987797,219482058,494261,209613,0.424,NA,0.263,0,0,0,0.899,0.101,knob180,mixed,,,,
Tzi8,chr4,9,219043031,219276304,233273,144747,0.621,NA,0.083,0,0,0,0.924,0.076,knob180,mixed,YES,mixed,4L,
CML247,chr4,14,219083031,219361804,278773,159819,0.573,Y,0,0,0,0,0.938,0.062,knob180,mixed,YES,mixed,4L,
Tzi8,chr4,10,219413553,219975400,561847,320952,0.571,Y,0.113,0,0,0,0.846,0.154,knob180,mixed,YES,mixed,4L,
CML69,chr4,11,219486300,219594338,108038,53643,0.497,Y,0.001,0,0,0,1,0,knob180,single,,,,
CML322,chr4,10,219499852,221202389,1702537,1213724,0.713,Y,0.011,0,0,0,0.91,0.09,knob180,mixed,YES,mixed,4L,
Ki3,chr4,12,219601237,219714087,112850,91574,0.811,Y,0.001,0,0,0,1,0,knob180,single,YES,mixed,4L,
CML228,chr4,12,219605231,219862115,256884,168094,0.654,NA,0,0,0,0,0.768,0.232,knob180,mixed,,,,
NC358,chr4,11,220167812,220452582,284770,216381,0.76,Y,0,0,0,0,0.905,0.095,knob180,mixed,YES,mixed,4L,
CML228,chr4,13,220200400,220306648,106248,51844,0.488,Y,0.001,0,0,0,1,0,knob180,single,,,,
CML322,chr4,11,221546191,221986530,440339,259018,0.588,NA,0.109,0,0,0,0.932,0.068,knob180,mixed,YES,mixed,4L,
CML52,chr4,15,227739605,227772829,33224,32778,0.987,Y,0.003,0,0,0,1,0,knob180,single,,,,
B73,chr4,10,232242524,233565351,1322827,676664,0.512,NA,0,0,0,0,0.002,0.998,TR-1,mixed,Y,TR-1,4L,
CML103,chr4,10,232513078,233882657,1369579,618341,0.451,NA,0.058,0,0,0,0.003,0.997,TR-1,mixed,YES,TR-1,4L,
Oh7b,chr4,9,232953826,234323500,1369674,600565,0.438,NA,0.063,0,0,0,0.003,0.997,TR-1,mixed,YES,TR-1,4L,
Tx303,chr4,9,233399037,234778493,1379456,678416,0.492,NA,0,0,0,0,0.002,0.998,TR-1,mixed,YES,TR-1,4L,
IL14H,chr4,9,233458929,234488910,1029981,455254,0.442,Y,0.08,0,0,0,0,1,TR-1,single,YES,TR-1,4L,
Ky21,chr4,10,234310193,235678851,1368658,646218,0.472,NA,0.049,0,0,0,0.002,0.998,TR-1,mixed,,,,
CML333,chr4,11,234547140,235906486,1359346,649983,0.478,NA,0.021,0,0,0,0.002,0.998,TR-1,mixed,YES,mixed,4L,
Tzi8,chr5,2,11841073,12013824,172751,54270,0.314,NA,0,0,0,0,0.674,0.326,knob180,mixed,,,,
P39,chr5,2,12434349,12576596,142247,54586,0.384,NA,0,0,0,0,0.676,0.324,knob180,mixed,,,,
B73,chr5,2,13301022,13442776,141754,54618,0.385,NA,0,0,0,0,0.676,0.324,knob180,mixed,,,,
CML277,chr5,2,16351316,16528855,177539,26970,0.152,NA,0,0,0,0,1,0,knob180,single,,,,
Oh43,chr5,2,16421244,16601010,179766,36373,0.202,NA,0,0,0,0,1,0,knob180,single,,,,
Tzi8,chr5,3,16471696,16651473,179777,36192,0.201,NA,0,0,0,0,1,0,knob180,single,,,,
Tx303,chr5,2,16710363,16890142,179779,36193,0.201,NA,0,0,0,0,1,0,knob180,single,,,,
CML333,chr5,2,16766274,16925624,159350,26980,0.169,NA,0,0,0,0,1,0,knob180,single,,,,
CML322,chr5,2,16775528,16804386,28858,19359,0.671,NA,0,0,0,0,1,0,knob180,single,,,,
NC358,chr5,2,16785113,16879123,94010,26003,0.277,NA,0,0,0,0,1,0,knob180,single,,,,
Ki3,chr5,2,16812848,16979573,166725,26970,0.162,NA,0,0,0,0,1,0,knob180,single,,,,
B97,chr5,2,16911949,17006002,94053,26005,0.276,NA,0,0,0,0,1,0,knob180,single,,,,
CML228,chr5,2,16989371,17028834,39463,27182,0.689,NA,0,0,0,0,1,0,knob180,single,,,,
Ki11,chr5,2,17011264,17182071,170807,26979,0.158,NA,0,0,0,0,1,0,knob180,single,,,,
MS71,chr5,2,17036008,17215774,179766,36374,0.202,NA,0,0,0,0,1,0,knob180,single,,,,
Oh7b,chr5,2,17062117,17241884,179767,36373,0.202,NA,0,0,0,0,1,0,knob180,single,,,,
HP301,chr5,2,17097019,17276786,179767,36373,0.202,NA,0,0,0,0,1,0,knob180,single,,,,
CML247,chr5,2,17111888,17205899,94011,26003,0.277,NA,0,0,0,0,1,0,knob180,single,,,,
Ky21,chr5,2,17186271,17336357,150086,40276,0.268,NA,0,0,0,0,1,0,knob180,single,,,,
IL14H,chr5,3,17204267,17384033,179766,36371,0.202,NA,0,0,0,0,1,0,knob180,single,,,,
NC350,chr5,2,17277187,17371198,94011,26003,0.277,NA,0,0,0,0,1,0,knob180,single,,,,
M162W,chr5,2,17373596,17413059,39463,27180,0.689,NA,0,0,0,0,1,0,knob180,single,,,,
CML69,chr5,2,17386819,17480857,94038,26005,0.277,NA,0,0,0,0,1,0,knob180,single,,,,
P39,chr5,3,17388458,17423221,34763,19679,0.566,NA,0,0,0,0,1,0,knob180,single,,,,
CML103,chr5,2,17715020,17865107,150087,40292,0.268,NA,0,0,0,0,1,0,knob180,single,,,,
M37W,chr5,2,17934680,18094033,159353,26980,0.169,NA,0,0,0,0,1,0,knob180,single,,,,
B73,chr5,3,18170709,18335041,164332,26955,0.164,NA,0,0,0,0,1,0,knob180,single,,,,
Mo18W,chr5,2,18427609,18602389,174780,26981,0.154,NA,0,0,0,0,1,0,knob180,single,,,,
CML52,chr5,2,18476370,18570407,94037,26004,0.277,NA,0,0,0,0,1,0,knob180,single,,,,
CML277,chr5,3,46984766,47233137,248371,49063,0.198,NA,0,0,0,0,1,0,knob180,single,,,,
NC358,chr5,3,47043201,47307977,264776,48871,0.185,NA,0,0,0,0,1,0,knob180,single,,,,
NC350,chr5,3,47525489,47764761,239272,48878,0.204,NA,0,0,0,0,1,0,knob180,single,,,,
CML69,chr5,3,47946581,48193471,246890,48822,0.198,NA,0,0,0,0,1,0,knob180,single,,,,
CML322,chr5,3,48069058,48315956,246898,48840,0.198,NA,0,0,0,0,1,0,knob180,single,,,,
IL14H,chr5,4,48176721,48409902,233181,52724,0.226,NA,0,0,0,0,1,0,knob180,single,,,,
Tzi8,chr5,4,48230728,48477644,246916,48823,0.198,NA,0,0,0,0,1,0,knob180,single,,,,
Oh43,chr5,3,48298747,48545646,246899,48824,0.198,NA,0,0,0,0,1,0,knob180,single,,,,
Ki3,chr5,3,48509812,48756702,246890,48823,0.198,NA,0,0,0,0,1,0,knob180,single,,,,
M162W,chr5,3,48633319,48880215,246896,48822,0.198,NA,0,0,0,0,1,0,knob180,single,,,,
Ki11,chr5,3,48749000,48989251,240251,52777,0.22,NA,0,0,0,0,1,0,knob180,single,,,,
Oh7b,chr5,3,48824176,48955146,130970,22542,0.172,NA,0,0,0,0,1,0,knob180,single,,,,
Tx303,chr5,3,48844948,49092199,247251,48825,0.197,NA,0,0,0,0,1,0,knob180,single,,,,
B73,chr5,4,48910712,49157623,246911,48824,0.198,NA,0,0,0,0,1,0,knob180,single,,,,
CML333,chr5,3,48931084,49038718,107634,44784,0.416,NA,0,0,0,0,1,0,knob180,single,,,,
CML103,chr5,3,49006559,49253428,246869,48822,0.198,NA,0,0,0,0,1,0,knob180,single,,,,
P39,chr5,4,49093948,49201592,107644,44779,0.416,NA,0,0,0,0,1,0,knob180,single,,,,
HP301,chr5,3,49095924,49341400,245476,48808,0.199,NA,0,0,0,0,1,0,knob180,single,,,,
Ky21,chr5,3,49294815,49541719,246904,48824,0.198,NA,0,0,0,0,1,0,knob180,single,,,,
B97,chr5,3,49336578,49583485,246907,48840,0.198,NA,0,0,0,0,1,0,knob180,single,,,,
MS71,chr5,3,49511596,49758501,246905,48824,0.198,NA,0,0,0,0,1,0,knob180,single,,,,
CML247,chr5,3,49536800,49645292,108492,44537,0.411,NA,0,0,0,0,1,0,knob180,single,,,,
M37W,chr5,3,49557526,49796716,239190,48872,0.204,NA,0,0,0,0,1,0,knob180,single,,,,
Mo18W,chr5,3,49701481,49948283,246802,48874,0.198,NA,0,0,0,0,1,0,knob180,single,,,,
CML52,chr5,3,50179900,50426786,246886,48777,0.198,NA,0,0,0,0,1,0,knob180,single,,,,
CML228,chr5,3,52008692,52255579,246887,48823,0.198,NA,0,0,0,0,1,0,knob180,single,,,,
M162W,chr5,6,148769415,148824305,54890,35997,0.656,NA,0.165,0,0,0,1,0,knob180,single,,,,
CML277,chr5,5,161991930,162137834,145904,33638,0.231,NA,0,0,0,0,1,0,knob180,single,,,,
B97,chr5,5,163870920,163935117,64197,8263,0.129,NA,0,0,0,0,1,0,knob180,single,,,,
CML322,chr5,5,163875791,163934626,58835,27500,0.467,NA,0,0,0,0,1,0,knob180,single,,,,
NC350,chr5,5,164466136,164524997,58861,27497,0.467,NA,0,0,0,0,1,0,knob180,single,,,,
Oh7b,chr5,5,164887658,165044093,156435,33663,0.215,NA,0,0,0,0,1,0,knob180,single,,,,
M162W,chr5,7,166119036,166264973,145937,33658,0.231,NA,0,0,0,0,1,0,knob180,single,,,,
IL14H,chr5,6,166140205,166195749,55544,24209,0.436,NA,0,0,0,0,1,0,knob180,single,,,,
CML103,chr5,5,166146841,166205693,58852,27529,0.468,NA,0,0,0,0,1,0,knob180,single,,,,
Tzi8,chr5,6,166317857,166388548,70691,27628,0.391,NA,0,0,0,0,1,0,knob180,single,,,,
Ky21,chr5,5,166394300,166458496,64196,8263,0.129,NA,0,0,0,0,1,0,knob180,single,,,,
NC358,chr5,5,166405915,166464683,58768,27485,0.468,NA,0,0,0,0,1,0,knob180,single,,,,
M37W,chr5,5,166604469,166750393,145924,33664,0.231,NA,0,0,0,0,1,0,knob180,single,,,,
Oh43,chr5,5,166610749,166669606,58857,27499,0.467,NA,0,0,0,0,1,0,knob180,single,,,,
Tx303,chr5,5,166611740,166765650,153910,33643,0.219,NA,0,0,0,0,1,0,knob180,single,,,,
P39,chr5,6,166645605,166799015,153410,33625,0.219,NA,0,0,0,0,1,0,knob180,single,,,,
CML333,chr5,7,167152118,167213435,61317,29975,0.489,NA,0,0,0,0,1,0,knob180,single,,,,
B73,chr5,6,167324726,167395370,70644,27621,0.391,NA,0,0,0,0,1,0,knob180,single,,,,
CML247,chr5,5,167488536,167547387,58851,27502,0.467,NA,0,0,0,0,1,0,knob180,single,,,,
Mo18W,chr5,5,167621234,167685434,64200,8264,0.129,NA,0,0,0,0,1,0,knob180,single,,,,
Ki11,chr5,5,167653377,167712203,58826,27491,0.467,NA,0,0,0,0,1,0,knob180,single,,,,
HP301,chr5,5,168177409,168325812,148403,33662,0.227,NA,0,0,0,0,1,0,knob180,single,,,,
CML52,chr5,5,168468008,168526868,58860,27496,0.467,NA,0,0,0,0,1,0,knob180,single,,,,
MS71,chr5,5,169399969,169583397,183428,33667,0.184,NA,0,0,0,0,1,0,knob180,single,,,,
CML69,chr5,6,169704126,169768314,64188,8262,0.129,NA,0,0,0,0,1,0,knob180,single,,,,
Ki3,chr5,6,170715145,170773815,58670,27318,0.466,NA,0,0,0,0,1,0,knob180,single,,,,
CML277,chr5,6,171403961,171419460,15499,2686,0.173,NA,0,0,0,0,1,0,knob180,single,,,,
CML228,chr5,5,172885868,172944686,58818,27498,0.468,NA,0,0,0,0,1,0,knob180,single,,,,
CML322,chr5,6,173786978,173826541,39563,5434,0.137,NA,0,0,0,0,1,0,knob180,single,,,,
NC350,chr5,6,174005428,174044989,39561,5434,0.137,NA,0,0,0,0,1,0,knob180,single,,,,
M162W,chr5,8,175661836,175684240,22404,2634,0.118,NA,0,0,0,0,1,0,knob180,single,,,,
CML333,chr5,8,176630918,176682244,51326,5436,0.106,NA,0,0,0,0,1,0,knob180,single,,,,
B73,chr5,7,177379958,177390545,10587,2635,0.249,NA,0,0,0,0,1,0,knob180,single,,,,
Mo18W,chr5,6,177583879,177594467,10588,2634,0.249,NA,0,0,0,0,1,0,knob180,single,,,,
MS71,chr5,6,179250292,179261430,11138,5444,0.489,NA,0,0,0,0,1,0,knob180,single,,,,
CML69,chr5,7,179308286,179330698,22412,2635,0.118,NA,0,0,0,0,1,0,knob180,single,,,,
Ki3,chr5,7,179655909,179666497,10588,2635,0.249,NA,0,0,0,0,1,0,knob180,single,,,,
Oh7b,chr5,6,180156830,180168871,12041,2167,0.18,NA,0,0,0,0,0,1,TR-1,single,,,,
M162W,chr5,9,180883534,180895572,12038,2167,0.18,NA,0,0,0,0,0,1,TR-1,single,,,,
P39,chr5,7,181304185,181316221,12036,2167,0.18,NA,0,0,0,0,0,1,TR-1,single,,,,
Ky21,chr5,6,181386029,181398063,12034,2167,0.18,NA,0,0,0,0,0,1,TR-1,single,,,,
Tx303,chr5,6,181512858,181524893,12035,2167,0.18,NA,0,0,0,0,0,1,TR-1,single,,,,
Tzi8,chr5,7,181583317,181595356,12039,2167,0.18,NA,0,0,0,0,0,1,TR-1,single,,,,
CML277,chr5,7,193431350,193582515,151165,42985,0.284,NA,0.329,0,0,0,1,0,knob180,single,YES,knob180,5L,
CML277,chr5,8,193711435,194931416,1219981,567059,0.465,Y,0.172,0,0,0,0.877,0.123,knob180,mixed,YES,knob180,5L,
B97,chr5,6,195340376,196796156,1455780,943571,0.648,Y,0,0,0,0,0.932,0.068,knob180,mixed,YES,knob180,5L,
CML322,chr5,7,195347478,196803328,1455850,922227,0.633,Y,0.014,0,0,0,0.93,0.07,knob180,mixed,YES,mixed,5L,
NC350,chr5,7,195377767,199378398,4000631,2898091,0.724,Y,0.026,0,0,0,0.958,0.042,knob180,mixed,YES,knob180,5L,
Oh7b,chr5,7,196120750,197333789,1213039,689025,0.568,Y,0.089,0,0,0,0.872,0.128,knob180,mixed,YES,knob180,5L,
M162W,chr5,10,196744902,198213398,1468496,950690,0.647,Y,0.012,0,0,0,0.932,0.068,knob180,mixed,YES,knob180,5L,
Ky21,chr5,7,197355633,198620761,1265128,741203,0.586,Y,0.055,0,0,0,0.913,0.087,knob180,mixed,YES,knob180,5L,
Tx303,chr5,7,197451731,199501596,2049865,1303056,0.636,Y,0.041,0,0,0,0.947,0.053,knob180,mixed,YES,knob180,5L,
Tzi8,chr5,8,197539756,197872778,333022,111649,0.335,Y,0.159,0,0,0,1,0,knob180,single,YES,knob180,5L,
P39,chr5,8,197549962,201523423,3973461,2977695,0.749,Y,0,0,0,0,0.959,0.041,knob180,mixed,YES,knob180,5L,
IL14H,chr5,7,197641443,201416929,3775486,2761885,0.732,Y,0,0,0,0,0.957,0.043,knob180,mixed,YES,TR-1,5L,
NC358,chr5,6,197661244,198936052,1274808,811171,0.636,Y,0.001,0,0,0,0.914,0.086,knob180,mixed,YES,knob180,5L,
M37W,chr5,6,197786773,199834603,2047830,1389262,0.678,Y,0.007,0,0,0,0.95,0.05,knob180,mixed,YES,knob180,5L,
Oh7b,chr5,8,197901405,198201082,299677,253667,0.846,NA,0,0,0,0,0.886,0.114,knob180,mixed,YES,knob180,5L,
Tzi8,chr5,9,198171118,198304150,133032,76379,0.574,NA,0,0,0,0,1,0,knob180,single,YES,knob180,5L,
CML333,chr5,9,198214849,198824055,609206,381109,0.626,Y,0.004,0,0,0,0.911,0.089,knob180,mixed,YES,knob180,5L,
Oh7b,chr5,9,198408083,198521937,113854,64039,0.562,NA,0,0,0,0,1,0,knob180,single,YES,knob180,5L,
Oh43,chr5,7,198607712,198994175,386463,222811,0.577,Y,0.014,0,0,0,1,0,knob180,single,YES,knob180,5L,
CML52,chr5,6,198723009,198782270,59261,25197,0.425,NA,0,0,0,0,1,0,knob180,single,YES,knob180,5L,
Ki11,chr5,6,198748866,201475611,2726745,1923754,0.706,Y,0,0,0,0,0.959,0.041,knob180,mixed,YES,knob180,5L,
CML52,chr5,7,198958702,200406521,1447819,779862,0.539,Y,0.143,0,0,0,0.887,0.113,knob180,mixed,YES,knob180,5L,
Mo18W,chr5,8,199135856,201467446,2331590,1521653,0.653,Y,0.033,0,0,0,0.949,0.051,knob180,mixed,YES,knob180,5L,
Oh7b,chr5,10,199278940,199401672,122732,85566,0.697,NA,0,0,0,0,1,0,knob180,single,YES,knob180,5L,
B73,chr5,8,199304491,203265119,3960628,2965603,0.749,Y,0.001,0,0,0,0.959,0.041,knob180,mixed,Y,knob180,5L,
CML247,chr5,6,199406255,200548302,1142047,523042,0.458,Y,0.132,0,0,0,0.868,0.132,knob180,mixed,YES,knob180,5L,
CML69,chr5,8,200653364,202117283,1463919,720114,0.492,Y,0.138,0,0,0,0.911,0.089,knob180,mixed,YES,knob180,5L,
CML247,chr5,7,200831067,201002099,171032,100401,0.587,NA,0,0,0,0,1,0,knob180,single,YES,knob180,5L,
CML52,chr5,8,200928160,201007550,79390,52421,0.66,NA,0,0,0,0,0.81,0.19,knob180,mixed,YES,knob180,5L,
Mo18W,chr5,9,201622869,201761861,138992,82197,0.591,NA,0,0,0,0,1,0,knob180,single,,,,
MS71,chr5,7,201687923,203214042,1526119,994503,0.652,Y,0.001,0,0,0,0.935,0.065,knob180,mixed,YES,knob180,5L,
Ki3,chr5,8,202331304,203808739,1477435,730076,0.494,Y,0.127,0,0,0,0.914,0.086,knob180,mixed,YES,knob180,5L,
CML52,chr5,9,202356637,202475711,119074,69948,0.587,NA,0,0,0,0,1,0,knob180,single,YES,knob180,5L,
MS71,chr5,8,203363472,203529639,166167,108075,0.65,NA,0,0,0,0,1,0,knob180,single,YES,knob180,5L,
CML228,chr5,6,203678957,204413806,734849,343991,0.468,NA,0.179,0,0,0,0.901,0.099,knob180,mixed,YES,knob180,5L,
CML228,chr5,7,204527934,204752549,224615,98942,0.44,Y,0,0,0,0,1,0,knob180,single,YES,knob180,5L,
CML277,chr5,9,218875960,218948268,72308,11837,0.164,NA,0,0,0,0.313,0.687,0,knob180,mixed,,,,
CML322,chr5,8,220024470,220036034,11564,2251,0.195,NA,0,0,0,0,1,0,knob180,single,,,,
M162W,chr5,11,220434459,220463121,28662,8030,0.28,NA,0,0,0,0,1,0,knob180,single,,,,
Tzi8,chr5,10,220514705,220595789,81084,12146,0.15,NA,0,0,0,0.332,0.668,0,knob180,mixed,,,,
CML103,chr5,6,221242931,221308803,65872,14492,0.22,NA,0,0,0,0.446,0.554,0,knob180,mixed,,,,
HP301,chr5,6,221568985,221580546,11561,2251,0.195,NA,0,0,0,0,1,0,knob180,single,,,,
Oh43,chr5,8,221840741,221912222,71481,15582,0.218,NA,0,0,0,0.476,0.524,0,knob180,mixed,,,,
Ky21,chr5,8,221913274,221986573,73299,9253,0.126,NA,0,0,0,0.118,0.882,0,knob180,mixed,,,,
Oh7b,chr5,11,222283409,222353270,69861,11779,0.169,NA,0,0,0,0.311,0.689,0,knob180,mixed,,,,
CML333,chr5,10,222628372,222700535,72163,11726,0.162,NA,0,0,0,0.315,0.685,0,knob180,mixed,,,,
NC350,chr5,8,223106806,223168870,62064,11190,0.18,NA,0,0,0,0.271,0.729,0,knob180,mixed,,,,
CML247,chr5,8,223615556,223678011,62455,11768,0.188,NA,0,0,0,0.31,0.69,0,knob180,mixed,,,,
M37W,chr5,7,223767564,223779125,11561,2251,0.195,NA,0,0,0,0,1,0,knob180,single,,,,
IL14H,chr5,8,223790183,223857433,67250,8730,0.13,NA,0,0,0,0.065,0.935,0,knob180,mixed,,,,
P39,chr5,9,223883585,223950513,66928,15611,0.233,NA,0,0,0,0.486,0.514,0,knob180,mixed,,,,
Ki11,chr5,7,224318478,224330042,11564,2251,0.195,NA,0,0,0,0,1,0,knob180,single,,,,
Mo18W,chr5,10,224616370,224680915,64545,12425,0.193,NA,0,0,0,0.347,0.653,0,knob180,mixed,,,,
CML52,chr5,10,225891618,225958827,67209,15822,0.235,NA,0,0,0,0.492,0.508,0,knob180,mixed,,,,
CML69,chr5,9,226228489,226257148,28659,8115,0.283,NA,0,0,0,0,1,0,knob180,single,,,,
B73,chr5,9,226269755,226353449,83694,15172,0.181,NA,0,0,0,0.462,0.538,0,knob180,mixed,,,,
MS71,chr5,9,227050161,227125632,75471,11244,0.149,NA,0,0,0,0.274,0.726,0,knob180,mixed,,,,
Ki3,chr5,9,228225112,228339932,114820,15625,0.136,NA,0,0,0,0.341,0.659,0,knob180,mixed,,,,
CML228,chr5,8,229039874,229051435,11561,2251,0.195,NA,0,0,0,0,1,0,knob180,single,,,,
CML228,chr6,1,1,204086,204085,60982,0.299,NA,0.33,0,0,0,1,0,knob180,single,YES,TR-1,6S,
CML322,chr6,1,1,165349,165348,127391,0.77,NA,0,0,0,0,0.889,0.111,knob180,mixed,YES,TR-1,6S,
CML52,chr6,1,1,352228,352227,232885,0.661,NA,0,0,0,0,0.919,0.081,knob180,mixed,YES,TR-1,6S,
CML69,chr6,1,1,88909,88908,43354,0.488,NA,0,0,0,0,1,0,knob180,single,YES,TR-1,6S,
IL14H,chr6,1,1,91524,91523,55437,0.606,NA,0,0,0,0,1,0,knob180,single,YES,TR-1,6S,
Ki3,chr6,1,1,64737,64736,29096,0.449,NA,0,0,0,0,1,0,knob180,single,YES,mixed,6S,
Ky21,chr6,1,1,68525,68524,32565,0.475,NA,0,0,0,0,1,0,knob180,single,YES,mixed,6S,
Mo18W,chr6,1,1,425232,425231,306227,0.72,NA,0.028,0,0,0,0.906,0.094,knob180,mixed,YES,mixed,6S,
MS71,chr6,1,1,566943,566942,349142,0.616,NA,0.157,0,0,0,0.959,0.041,knob180,mixed,YES,TR-1,6S,
NC358,chr6,1,1,101392,101391,48565,0.479,NA,0,0,0,0,1,0,knob180,single,YES,mixed,6S,
Oh43,chr6,1,1,75588,75587,29615,0.392,NA,0,0,0,0,1,0,knob180,single,YES,TR-1,6S,
P39,chr6,1,1,5298128,5298127,3046152,0.575,NA,0,0,0,0,0.353,0.647,TR-1,mixed,YES,TR-1,6S,
Tx303,chr6,1,1,147257,147256,101834,0.692,NA,0,0,0,0,1,0,knob180,single,YES,TR-1,6S,
Tzi8,chr6,1,1,92693,92692,34198,0.369,NA,0,0,0,0,1,0,knob180,single,YES,TR-1,6S,
B73,chr6,1,2,5309689,5309687,3090986,0.582,NA,0,0,0,0.001,0.349,0.651,TR-1,mixed,Y,TR-1,6S,
CML333,chr6,1,6,68087,68081,32379,0.476,NA,0,0,0,0,1,0,knob180,single,YES,TR-1,6S,
CML247,chr6,1,13,62162,62149,26266,0.423,NA,0,0,0,0,1,0,knob180,single,YES,TR-1,6S,
B97,chr6,1,18,4652184,4652166,2538303,0.546,NA,0,0,0,0,0.219,0.78,TR-1,mixed,YES,TR-1,6S,
CML277,chr6,1,27,69477,69450,14354,0.207,NA,0,0,0,0,1,0,knob180,single,YES,TR-1,6S,
NC350,chr6,1,282,3245842,3245560,2268526,0.699,NA,0,0,0,0,0.764,0.236,knob180,mixed,YES,TR-1,6S,
CML103,chr6,1,11716,357638,345922,143059,0.414,NA,0.179,0,0,0,0,1,TR-1,single,YES,TR-1,6S,
HP301,chr6,1,135262,2724904,2589642,1220085,0.471,NA,0.027,0,0,0,0.046,0.954,TR-1,mixed,YES,TR-1,6S,
M162W,chr6,1,136444,5575835,5439391,2742748,0.504,NA,0.015,0,0,0,0.178,0.822,TR-1,mixed,YES,TR-1,6S,
