"","Query_gene","B73","Tzi8","Ky21","M162W","Ms71","Oh7B","Oh43","M37W","Mo18W","NC350","HP301","Il14H","P39","CML52","CML69","Ki11","CML228","CML247","CML277","CML322","CML333","Ki3","CML103","Tx303","NC358","B97","occurance_genome","Min_copy","Max_copy","spread"
"12536","Zm00001eb286030_T001",1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,26,1,2,1
"12537","Zm00001eb286130_T001",1,0,2,2,0,0,1,2,0,0,0,1,0,2,1,0,0,1,1,2,1,2,2,2,0,0,15,0,2,2
"12538","Zm00001eb286200_T001",1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,0,1,1,1,22,0,2,2
"12539","Zm00001eb286300_T001",2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,2,1,26,1,2,1
"12540","Zm00001eb286560_T003",1,1,0,1,1,1,1,0,0,1,0,0,2,2,0,1,2,1,2,2,1,2,1,1,1,1,20,0,2,2
"12541","Zm00001eb286610_T001",1,1,1,2,1,1,1,2,1,0,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,24,0,2,2
"12542","Zm00001eb286830_T001",1,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,0,2,2
"12543","Zm00001eb287360_T001",1,0,1,0,1,1,1,0,2,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,2,1,17,0,2,2
"12544","Zm00001eb287430_T001",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12545","Zm00001eb287620_T001",1,0,1,1,1,0,1,1,1,0,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,22,0,2,2
"12546","Zm00001eb287790_T001",1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,26,1,2,1
"12547","Zm00001eb288030_T001",1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,1,1,0,0,1,0,0,0,9,0,2,2
"12548","Zm00001eb288440_T002",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,26,1,2,1
"12549","Zm00001eb288460_T001",1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,0,1,1,1,2,2,2,25,0,2,2
"12550","Zm00001eb288490_T001",1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,1,1,1,1,1,26,1,2,1
"12551","Zm00001eb288600_T001",2,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,17,0,2,2
"12552","Zm00001eb288880_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,26,1,2,1
"12553","Zm00001eb289140_T001",1,2,1,1,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,26,1,2,1
"12554","Zm00001eb289720_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,26,1,2,1
"12555","Zm00001eb290200_T001",1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,2,0,1,1,0,0,1,0,0,0,15,0,2,2
"12556","Zm00001eb290230_T001",1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,7,0,2,2
"12557","Zm00001eb290420_T001",1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1,1,2,1,1,26,1,3,2
"12558","Zm00001eb290740_T001",1,0,3,1,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,12,0,3,3
"12559","Zm00001eb290790_T001",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,5,0,2,2
"12560","Zm00001eb290810_T001",2,1,1,2,1,1,2,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,26,1,2,1
"12561","Zm00001eb290870_T001",1,1,2,1,1,1,1,0,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,25,0,2,2
"12562","Zm00001eb291560_T001",2,1,1,2,2,2,1,0,2,2,1,1,1,2,1,3,2,1,1,2,3,2,3,2,2,1,25,0,3,3
"12563","Zm00001eb291690_T001",1,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,26,1,2,1
"12564","Zm00001eb291800_T001",1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,26,1,2,1
"12565","Zm00001eb292070_T001",1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,2,2
"12566","Zm00001eb292110_T001",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,26,1,2,1
"12567","Zm00001eb292200_T001",1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,26,1,2,1
"12568","Zm00001eb292470_T001",1,1,1,2,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,17,0,2,2
"12569","Zm00001eb292630_T001",1,0,1,0,0,2,0,2,2,1,2,0,0,0,1,0,1,1,2,0,0,1,0,0,0,0,12,0,2,2
"12570","Zm00001eb292720_T001",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,26,1,2,1
"12571","Zm00001eb293630_T001",1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,10,0,2,2
"12572","Zm00001eb293890_T001",2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,26,1,2,1
"12573","Zm00001eb293990_T001",1,0,2,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,0,2,2
"12574","Zm00001eb294230_T002",1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12575","Zm00001eb294300_T001",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12576","Zm00001eb294500_T001",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12577","Zm00001eb294730_T001",1,2,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,2,1,1,1,1,0,1,1,1,24,0,2,2
"12578","Zm00001eb294840_T001",1,2,1,1,1,1,1,1,0,1,1,0,1,2,2,0,1,1,1,1,1,1,0,1,0,1,21,0,2,2
"12579","Zm00001eb295690_T001",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,25,0,2,2
"12580","Zm00001eb296110_T001",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,5,0,2,2
"12581","Zm00001eb296140_T001",1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,7,0,2,2
"12582","Zm00001eb296730_T002",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,25,0,2,2
"12583","Zm00001eb297120_T001",1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,1,2,1,2,2,1,2,25,0,2,2
"12584","Zm00001eb297470_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,26,1,2,1
"12585","Zm00001eb297920_T001",1,1,1,1,1,2,1,1,1,2,1,0,1,1,1,1,2,0,1,1,1,1,1,1,1,1,24,0,2,2
"12586","Zm00001eb297930_T001",1,1,1,1,1,1,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,2,1,1,1,1,22,0,2,2
"12587","Zm00001eb298110_T001",2,1,0,0,1,1,2,0,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,23,0,2,2
"12588","Zm00001eb299060_T001",1,1,2,1,1,1,1,2,1,1,1,2,0,1,0,1,1,0,0,1,1,1,1,2,1,0,21,0,2,2
"12589","Zm00001eb299250_T001",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12590","Zm00001eb299810_T001",1,1,2,0,1,1,0,0,1,2,2,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,17,0,2,2
"12591","Zm00001eb300390_T001",1,1,1,1,2,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,0,2,2
"12592","Zm00001eb300450_T001",1,2,1,0,1,1,1,1,3,1,1,2,1,1,1,1,1,3,1,1,1,1,1,3,1,1,25,0,3,3
"12593","Zm00001eb301080_T001",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12594","Zm00001eb301090_T004",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,26,1,2,1
"12595","Zm00001eb301710_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,26,1,2,1
"12596","Zm00001eb301960_T001",1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,26,1,2,1
"12597","Zm00001eb302470_T001",2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,0,2,2
"12598","Zm00001eb302720_T001",1,1,2,1,1,1,0,2,2,2,1,2,1,1,1,1,1,1,3,1,1,1,2,1,1,2,25,0,3,3
"12599","Zm00001eb302930_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,26,1,2,1
"12600","Zm00001eb303050_T001",1,0,1,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2
"12601","Zm00001eb305030_T001",1,0,0,1,1,1,0,2,0,1,1,2,1,0,0,1,1,1,0,2,0,2,0,0,0,1,15,0,2,2
"12602","Zm00001eb305180_T001",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12603","Zm00001eb305400_T001",1,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,15,0,2,2
"12604","Zm00001eb305480_T001",1,0,1,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,2,0,1,0,0,9,0,2,2
"12605","Zm00001eb305650_T001",1,0,0,1,1,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,1,0,0,1,0,12,0,2,2
"12606","Zm00001eb306050_T002",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,24,0,2,2
"12607","Zm00001eb306700_T001",1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12608","Zm00001eb306720_T001",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,3,1,1,1,1,1,1,1,1,1,23,0,3,3
"12609","Zm00001eb306770_T001",1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12610","Zm00001eb307110_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,26,1,2,1
"12611","Zm00001eb307150_T001",1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,26,1,2,1
"12612","Zm00001eb307380_T001",1,1,1,0,1,1,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,23,0,2,2
"12613","Zm00001eb307430_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,26,1,2,1
"12614","Zm00001eb307570_T001",1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12615","Zm00001eb307690_T001",1,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,7,0,2,2
"12616","Zm00001eb307750_T001",1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,26,1,2,1
"12617","Zm00001eb307780_T001",1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,25,0,2,2
"12618","Zm00001eb307870_T001",1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,26,1,2,1
"12619","Zm00001eb307900_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,26,1,2,1
"12620","Zm00001eb307980_T001",2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,0,2,1,1,1,1,1,24,0,2,2
"12621","Zm00001eb308020_T001",1,3,1,3,5,1,1,3,2,3,1,3,3,1,2,1,1,0,2,0,2,4,1,1,1,2,24,0,5,5
"12622","Zm00001eb308040_T001",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12623","Zm00001eb308180_T001",1,0,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,25,0,2,2
"12624","Zm00001eb308250_T001",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,26,1,4,3
"12625","Zm00001eb308400_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,26,1,2,1
"12626","Zm00001eb308410_T004",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12627","Zm00001eb308450_T001",2,1,1,0,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,23,0,2,2
"12628","Zm00001eb308810_T001",1,1,1,0,0,1,1,0,1,1,1,1,0,2,0,1,1,1,1,1,0,0,1,1,1,1,19,0,2,2
"12629","Zm00001eb308840_T001",1,3,1,0,0,1,1,0,1,1,1,1,0,1,0,2,1,2,2,1,0,0,1,2,1,1,19,0,3,3
"12630","Zm00001eb309410_T001",1,0,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,24,0,2,2
"12631","Zm00001eb309500_T001",2,0,1,1,0,1,1,0,1,0,1,0,0,3,2,1,1,1,0,0,0,1,2,0,1,1,16,0,3,3
"12632","Zm00001eb309520_T003",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,26,1,2,1
"12633","Zm00001eb309710_T001",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,25,0,2,2
"12634","Zm00001eb309880_T001",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12635","Zm00001eb310010_T001",1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,23,0,2,2
"12636","Zm00001eb310190_T001",1,0,0,0,1,0,0,1,2,0,1,0,0,0,0,2,2,0,2,3,1,3,2,1,0,0,13,0,3,3
"12637","Zm00001eb310870_T002",1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,26,1,3,2
"12638","Zm00001eb310900_T001",1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,0,21,0,2,2
"12639","Zm00001eb311210_T001",2,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,21,0,2,2
"12640","Zm00001eb311870_T002",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,26,1,2,1
"12641","Zm00001eb312450_T001",1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,2,26,1,2,1
"12642","Zm00001eb312500_T001",1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,26,1,2,1
"12643","Zm00001eb312760_T001",2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,2,3,2,1,2,3,3,1,2,1,26,1,3,2
"12644","Zm00001eb312770_T001",1,1,1,1,1,1,0,1,1,1,0,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,23,0,2,2
"12645","Zm00001eb312850_T001",1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,26,1,2,1
"12646","Zm00001eb312860_T001",1,1,1,2,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,19,0,2,2
"12647","Zm00001eb312990_T001",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12648","Zm00001eb313120_T001",2,0,2,2,1,0,1,1,0,0,2,0,1,0,0,3,0,0,3,4,2,1,2,3,1,1,17,0,4,4
"12649","Zm00001eb313210_T001",1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,11,0,2,2
"12650","Zm00001eb313220_T001",1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,10,0,2,2
"12651","Zm00001eb313320_T001",1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,1,26,1,2,1
"12652","Zm00001eb314140_T001",2,2,0,2,1,2,2,2,2,2,1,1,2,1,2,3,1,2,2,1,2,2,2,2,1,2,25,0,3,3
"12653","Zm00001eb314170_T001",1,1,1,2,2,2,2,1,1,2,1,1,1,2,1,3,2,2,2,2,1,1,2,1,1,2,26,1,3,2
"12654","Zm00001eb314410_T001",2,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,21,0,2,2
"12655","Zm00001eb314430_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,26,1,2,1
"12656","Zm00001eb314460_T001",2,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,12,0,2,2
"12657","Zm00001eb314640_T001",2,0,0,1,0,1,1,2,1,0,2,0,0,0,1,1,1,0,0,1,0,0,1,2,1,0,14,0,2,2
"12658","Zm00001eb314850_T001",2,0,1,2,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,17,0,2,2
"12659","Zm00001eb315290_T001",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12660","Zm00001eb315360_T001",2,1,2,0,1,2,1,0,1,1,2,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,17,0,2,2
"12661","Zm00001eb315670_T001",1,2,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,23,0,2,2
"12662","Zm00001eb315730_T001",3,1,1,5,3,1,2,4,1,4,1,2,1,0,2,3,1,3,3,5,4,5,1,1,3,2,25,0,5,5
"12663","Zm00001eb316040_T001",1,2,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,26,1,2,1
"12664","Zm00001eb316090_T001",1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,26,1,2,1
"12665","Zm00001eb316240_T001",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12666","Zm00001eb316400_T001",1,1,2,0,1,2,2,0,2,1,0,0,0,1,1,1,0,1,2,0,0,0,0,2,0,1,15,0,2,2
"12667","Zm00001eb316690_T001",1,1,3,1,3,3,3,1,1,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,26,1,3,2
"12668","Zm00001eb316820_T001",2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12669","Zm00001eb316830_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12670","Zm00001eb316860_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12671","Zm00001eb316980_T001",1,1,1,1,1,1,1,1,1,0,1,1,1,2,0,1,0,1,0,1,0,1,1,1,1,1,21,0,2,2
"12672","Zm00001eb317150_T002",1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,22,0,2,2
"12673","Zm00001eb317200_T001",1,1,1,2,3,3,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,26,1,3,2
"12674","Zm00001eb317230_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,26,1,2,1
"12675","Zm00001eb317300_T001",1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,2,1,23,0,2,2
"12676","Zm00001eb317870_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,0,1,1,1,1,25,0,2,2
"12677","Zm00001eb317900_T001",1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2,1,0,0,1,1,0,1,0,1,17,0,2,2
"12678","Zm00001eb318050_T001",1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,0,1,2,1,0,1,1,1,0,0,1,21,0,2,2
"12679","Zm00001eb318410_T002",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,26,1,2,1
"12680","Zm00001eb318520_T001",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12681","Zm00001eb318550_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,26,1,2,1
"12682","Zm00001eb318680_T001",1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,2
"12683","Zm00001eb319020_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,26,1,2,1
"12684","Zm00001eb319130_T001",1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,2,0,0,1,1,1,19,0,2,2
"12685","Zm00001eb319430_T001",2,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,1,0,1,0,1,0,3,0,0,0,9,0,3,3
"12686","Zm00001eb319560_T001",1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,26,1,2,1
"12687","Zm00001eb319880_T001",1,0,1,0,1,0,1,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,11,0,2,2
"12688","Zm00001eb320090_T001",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12689","Zm00001eb320780_T001",1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12690","Zm00001eb321190_T001",1,1,1,0,1,0,1,1,2,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,18,0,2,2
"12691","Zm00001eb321590_T001",1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,24,0,2,2
"12692","Zm00001eb322070_T001",2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12693","Zm00001eb322140_T001",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,26,1,2,1
"12694","Zm00001eb322410_T001",1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,26,1,2,1
"12695","Zm00001eb322420_T001",1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,26,1,2,1
"12696","Zm00001eb322490_T001",2,3,1,3,3,2,1,2,4,1,3,3,2,3,3,3,2,2,2,4,3,5,1,3,2,3,26,1,5,4
"12697","Zm00001eb322780_T003",1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,8,0,2,2
"12698","Zm00001eb323260_T001",1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,0,2,2
"12699","Zm00001eb324040_T001",2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,2,2
"12700","Zm00001eb324150_T001",1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,26,1,2,1
"12701","Zm00001eb324320_T001",3,0,2,1,0,2,1,2,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,14,0,3,3
"12702","Zm00001eb324520_T001",2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,2,2,1,1,26,1,2,1
"12703","Zm00001eb325980_T001",1,0,1,4,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,3,1,2,0,0,0,0,11,0,4,4
"12704","Zm00001eb325990_T002",1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,26,1,2,1
"12705","Zm00001eb326010_T002",1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12706","Zm00001eb326800_T001",1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"12707","Zm00001eb327080_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,26,1,2,1
"12708","Zm00001eb327500_T001",1,0,2,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,23,0,2,2
"12709","Zm00001eb327590_T001",1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,23,0,2,2
"12710","Zm00001eb328690_T004",1,1,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,26,1,2,1
"12711","Zm00001eb329050_T001",1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,26,1,2,1
"12712","Zm00001eb329620_T002",1,1,1,1,1,1,1,1,0,0,1,1,1,0,2,1,0,0,2,0,1,0,1,2,1,1,19,0,2,2
"12713","Zm00001eb330820_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,26,1,2,1
"12714","Zm00001eb332040_T002",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,26,1,2,1
